isFraud,step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFlaggedFraud
1,85,TRANSFER,8924971.59,C406938681,8924971.59,0.0,C579440834,0.0,0.0,0
1,648,TRANSFER,27584.17,C728363232,27584.17,0.0,C2023858069,0.0,0.0,0
1,464,CASH_OUT,880975.83,C97407183,880975.83,0.0,C665978376,1271.78,882247.61,0
1,644,TRANSFER,5248882.22,C820008788,0.0,0.0,C1670545931,10863022.29,16111904.51,0
1,359,TRANSFER,10000000.0,C1889901787,12056779.24,2056779.24,C1023006881,0.0,0.0,0
1,310,CASH_OUT,5239429.19,C1998644906,5239429.19,0.0,C658898647,20373.48,5259802.67,0
1,214,TRANSFER,9089850.37,C1553294217,0.0,0.0,C1093235949,9503903.13,18593753.51,0
1,322,CASH_OUT,2533650.09,C4863930,2533650.09,0.0,C581627997,440696.98,2974347.07,0
1,310,CASH_OUT,1868438.44,C715029330,1868438.44,0.0,C236534502,0.0,1868438.44,0
1,137,CASH_OUT,1514613.49,C1104794818,0.0,0.0,C14057327,2199224.57,3713838.06,0
1,66,CASH_OUT,4631432.03,C2089741901,4631432.03,0.0,C434503423,122727.22,4754159.25,0
1,592,CASH_OUT,28183.07,C1197908127,283948.33,255765.26,C1861525039,248914.59,277097.66,0
1,675,TRANSFER,2772043.9,C48717380,2772043.9,0.0,C230089691,0.0,0.0,0
1,736,CASH_OUT,172915.56,C962323728,172915.56,0.0,C1193568854,7674508.7,7847424.27,0
1,390,CASH_OUT,1084144.37,C1515227045,1084144.37,0.0,C1377230144,13948.07,1098092.44,0
1,273,CASH_OUT,2230432.56,C227395466,2230432.56,0.0,C1510391871,0.0,2230432.56,0
1,94,TRANSFER,270337.75,C862748822,41881.0,0.0,C294080960,222377.86,492715.62,0
1,401,CASH_OUT,4481768.26,C1705612559,4481768.26,0.0,C1077224856,345600.94,4827369.2,0
1,307,TRANSFER,38648.81,C1124348725,0.0,0.0,C1555140637,1041391.71,1080040.52,0
1,362,CASH_OUT,1139165.57,C1239977402,1139165.57,0.0,C1417680063,475952.02,1615117.6,0
1,503,CASH_OUT,993088.06,C1414793795,993088.06,0.0,C1137450827,244746.61,1237834.66,0
1,105,CASH_OUT,1457085.28,C208508333,1457085.28,0.0,C1196762236,0.0,1457085.28,0
1,60,TRANSFER,581421.85,C1021314422,581421.85,0.0,C2062695733,0.0,0.0,0
1,721,CASH_OUT,23639.56,C427738422,23639.56,0.0,C950599910,140063.53,163703.1,0
1,461,TRANSFER,2255817.65,C734997313,0.0,0.0,C1551508365,2884557.58,5140375.23,0
1,562,CASH_OUT,203881.96,C1224520946,203881.96,0.0,C819353215,0.0,203881.96,0
1,45,TRANSFER,7335355.57,C1102672587,7335355.57,0.0,C735323689,0.0,0.0,0
1,340,CASH_OUT,4896179.38,C1971684490,4896179.38,0.0,C497024597,462959.29,5359138.67,0
1,129,CASH_OUT,1864022.05,C767567328,1864022.05,0.0,C1624455220,1435908.91,3299930.96,0
1,629,TRANSFER,892213.56,C203112109,892213.56,0.0,C1034010238,0.0,0.0,0
1,186,TRANSFER,8607089.62,C546277701,8607089.62,0.0,C680858375,0.0,0.0,0
1,1,TRANSFER,22190.99,C2017380745,52231.01,30040.03,C1170794006,0.0,22190.99,0
1,291,CASH_OUT,2324907.08,C1373829253,2324907.08,0.0,C1286348462,157275.18,2482182.26,0
1,722,TRANSFER,21960.02,C1438426689,21960.02,0.0,C213308373,0.0,0.0,0
1,658,TRANSFER,24522.52,C465687817,24522.52,0.0,C765570809,0.0,0.0,0
1,66,TRANSFER,3444943.59,C1900819473,3444943.59,0.0,C526266879,0.0,0.0,0
1,59,CASH_OUT,44733.5,C1363437677,44733.5,0.0,C1445811732,2534461.11,2579194.61,0
1,250,TRANSFER,5889288.42,C559758720,849.0,0.0,C762740382,50605.89,5939894.31,0
1,690,TRANSFER,475038.11,C1664187151,0.0,0.0,C1944126911,5145680.32,5620718.43,0
1,3,TRANSFER,11500.28,C1679352734,21220.0,9719.72,C691404076,8671.64,20171.92,0
1,664,TRANSFER,3216154.92,C2053077132,9947.0,0.0,C1440498732,0.0,3216154.92,0
1,610,CASH_OUT,664360.01,C1975764019,0.0,0.0,C153837846,1924931.15,2589291.16,0
1,562,TRANSFER,8208916.0,C364617026,8208916.0,0.0,C1664077486,0.0,0.0,0
1,59,CASH_OUT,2050727.81,C992917413,2050727.81,0.0,C104038589,0.0,2050727.81,0
1,362,CASH_OUT,1397689.48,C851172808,1397689.48,0.0,C1693761421,0.0,1397689.48,0
1,272,TRANSFER,580673.57,C851163410,580673.57,0.0,C266966144,0.0,0.0,0
1,551,CASH_OUT,1669143.57,C101677237,1669143.57,0.0,C1078128267,2026536.5,3695680.08,0
1,33,CASH_OUT,443031.75,C580730041,30465.0,0.0,C1712641270,0.0,443031.75,0
1,540,CASH_OUT,3707342.38,C633635438,3707342.38,0.0,C1640217168,558618.2,4265960.58,0
1,633,TRANSFER,125107.12,C2008189700,125107.12,0.0,C1820507846,0.0,0.0,0
1,557,CASH_OUT,3571807.73,C458467003,3571807.73,0.0,C837210602,527694.86,4099502.59,0
1,416,TRANSFER,894253.29,C42741666,0.0,0.0,C1708685008,2158170.78,3052424.07,0
1,462,TRANSFER,1433038.32,C1474789260,1433038.32,0.0,C991335856,0.0,0.0,0
1,631,CASH_OUT,2391612.36,C2115055382,2391612.36,0.0,C1884304223,7064207.13,9455819.49,0
1,61,TRANSFER,332138.32,C729983243,332138.32,0.0,C246124153,0.0,0.0,0
1,485,CASH_OUT,3351304.78,C1558861751,3351304.78,0.0,C939990653,299999.02,3651303.79,0
1,731,TRANSFER,219934.26,C1104155037,219934.26,0.0,C852180070,0.0,0.0,0
1,461,CASH_OUT,6273660.45,C107395739,6273660.45,0.0,C133285167,763912.31,7037572.76,0
1,31,CASH_OUT,378204.02,C1309442409,378204.02,0.0,C1009459055,0.0,378204.02,0
1,74,TRANSFER,59127.34,C1444290021,59127.34,0.0,C959470338,0.0,0.0,0
1,641,TRANSFER,2205.55,C25477587,2205.55,0.0,C234682668,0.0,0.0,0
1,461,TRANSFER,57443.28,C745334477,0.0,0.0,C1348355402,2378060.89,2435504.18,0
1,151,CASH_OUT,113614.57,C605744517,113614.57,0.0,C839259296,786701.6,900316.17,0
1,508,CASH_OUT,350233.08,C2139196557,350233.08,0.0,C1438967690,39341.87,389574.95,0
1,64,TRANSFER,17051.69,C759912226,17051.69,0.0,C287309829,0.0,0.0,0
1,65,TRANSFER,446032.95,C1116093088,446032.95,0.0,C506992553,0.0,0.0,0
1,731,CASH_OUT,31887.18,C30896720,31887.18,0.0,C1159359491,4584085.52,4615972.7,0
1,47,TRANSFER,563599.06,C433152763,0.0,0.0,C1739925176,959903.47,1523502.52,0
1,608,TRANSFER,1427505.63,C290531453,0.0,0.0,C923063662,7218199.17,8645704.8,0
1,212,CASH_OUT,3996798.71,C1817956756,3996798.71,0.0,C362023079,4511245.41,8508044.12,0
1,700,CASH_OUT,113447.92,C311401803,113447.92,0.0,C1675116144,4125541.75,4238989.66,0
1,106,TRANSFER,71277.45,C1309821311,71277.45,0.0,C758876302,0.0,0.0,0
1,576,TRANSFER,1286199.29,C4595474,0.0,0.0,C1094367797,3920082.77,5206282.05,0
1,9,TRANSFER,1083348.33,C712167650,481371.69,0.0,C984805074,1470724.67,4984612.71,0
1,520,CASH_OUT,5469910.99,C1741031215,5469910.99,0.0,C1048619563,115992.44,5585903.43,0
1,611,CASH_OUT,1418168.85,C1964276843,1418168.85,0.0,C164163741,10398440.86,11816609.71,0
1,651,CASH_OUT,9996886.64,C887830623,9996886.64,0.0,C1319987164,20429.76,10017316.4,0
1,296,CASH_OUT,3080973.39,C2110692683,3080973.39,0.0,C1822459038,201833.93,3282807.32,0
1,46,CASH_OUT,9977761.05,C840795008,9977761.05,0.0,C1214752539,0.0,9977761.05,0
1,489,CASH_OUT,7515624.63,C319141085,7515624.63,0.0,C1942668370,0.0,7515624.63,0
1,522,CASH_OUT,877709.85,C1054485706,0.0,0.0,C1197123753,989815.08,1867524.93,0
1,576,CASH_OUT,451399.66,C1511096245,451399.66,0.0,C544317728,215513.02,666912.68,0
1,713,TRANSFER,4130371.73,C589050166,4130371.73,0.0,C2115142048,0.0,0.0,0
1,636,CASH_OUT,146095.73,C417197262,146095.73,0.0,C1598093158,0.0,146095.73,0
1,130,TRANSFER,5429423.18,C2121745058,52915.0,0.0,C634192276,2609.55,5432032.73,0
1,264,TRANSFER,61636.54,C21355183,0.0,0.0,C869369498,2537106.66,2598743.2,0
1,534,TRANSFER,221168.84,C377404913,0.0,0.0,C1832649072,1355774.69,1576943.53,0
1,482,CASH_OUT,1059347.56,C1625110990,1059347.56,0.0,C1705027319,234543.3,1293890.85,0
1,1,CASH_OUT,1277212.77,C467632528,1277212.77,0.0,C716083600,0.0,2444985.19,0
1,106,TRANSFER,2231.46,C170266679,2231.46,0.0,C2133347282,0.0,0.0,0
1,29,TRANSFER,340198.41,C491994230,340198.41,0.0,C772681684,0.0,0.0,0
1,476,TRANSFER,607669.74,C521665484,0.0,0.0,C260729205,15717084.17,16324753.9,0
1,187,TRANSFER,3796629.16,C1419784237,19235.0,0.0,C920504889,0.0,3796629.16,0
1,128,TRANSFER,138993.63,C1087011428,138993.63,0.0,C2027691361,0.0,0.0,0
1,406,CASH_OUT,313759.58,C1020491011,782.0,0.0,C772413914,100779.58,414539.16,0
1,205,TRANSFER,2498656.49,C1383525336,312043.0,0.0,C195580635,525101.66,3023758.15,0
1,3,TRANSFER,10539.37,C1134864869,10539.37,0.0,C118648358,0.0,0.0,0
1,148,CASH_OUT,394886.13,C1897206044,394886.13,0.0,C398205372,840653.68,1235539.81,0
1,603,TRANSFER,1778520.7,C1279323433,1778520.7,0.0,C1913190788,0.0,0.0,0
1,158,CASH_OUT,2118548.31,C1384626324,2118548.31,0.0,C1328187730,29899109.07,32017657.38,0
1,118,CASH_OUT,1812161.42,C1788320123,1812161.42,0.0,C1343134099,0.0,1812161.42,0
1,605,TRANSFER,1555182.41,C403559722,1555182.41,0.0,C999708230,0.0,0.0,0
1,409,TRANSFER,2427888.3,C947716679,0.0,0.0,C1882604225,2510554.96,4938443.26,0
1,110,TRANSFER,93732.16,C549532314,93732.16,0.0,C247181868,0.0,0.0,0
1,161,TRANSFER,1547554.79,C534268704,0.0,0.0,C635736170,2517312.68,4064867.47,0
1,383,CASH_OUT,4731371.88,C1671601365,4731371.88,0.0,C66224368,0.0,4731371.88,0
1,162,CASH_OUT,8327328.27,C2016728314,8327328.27,0.0,C1652527413,616195.48,8943523.75,0
1,90,TRANSFER,249791.3,C2018224474,249791.3,0.0,C1562137241,0.0,0.0,0
1,281,CASH_OUT,1030417.74,C1500009160,1030417.74,0.0,C1683886957,0.0,1030417.74,0
1,702,CASH_OUT,0.0,C1461113533,0.0,0.0,C1382150537,107777.02,107777.02,0
1,379,CASH_OUT,2623051.23,C516266170,0.0,0.0,C1382375686,6944642.44,9567693.67,0
1,450,TRANSFER,9228514.1,C920327149,9228514.1,0.0,C118210084,0.0,0.0,0
1,84,CASH_OUT,2627070.5,C771703338,2627070.5,0.0,C1350764838,463083.63,3090154.12,0
1,174,CASH_OUT,31045.76,C1595490244,31045.76,0.0,C750943234,2081308.37,2112354.13,0
1,724,CASH_OUT,89845.29,C1281420811,89845.29,0.0,C1827800010,0.0,89845.29,0
1,412,CASH_OUT,87438.83,C171722567,87438.83,0.0,C373099363,69617.57,157056.4,0
1,144,TRANSFER,611822.49,C244071942,0.0,0.0,C1066179157,3849511.89,4461334.38,0
1,714,TRANSFER,222265.4,C1301162683,69478.0,0.0,C312975257,0.0,222265.4,0
1,608,TRANSFER,32968.98,C834403843,51516.0,18547.02,C667094784,165768.87,198737.84,0
1,607,TRANSFER,135428.39,C212063008,135428.39,0.0,C1363250093,0.0,0.0,0
1,416,TRANSFER,40007.35,C727235045,9983.0,0.0,C250589606,12216122.54,12256129.9,0
1,279,TRANSFER,5401009.9,C1547076878,0.0,0.0,C1418596100,5541816.12,10942826.01,0
1,322,TRANSFER,2546525.47,C1931295611,106725.0,0.0,C104594487,1093427.59,3639953.06,0
1,215,CASH_OUT,1586479.66,C1427562720,1586479.66,0.0,C911709087,7012.59,1593492.24,0
1,27,TRANSFER,496128.26,C842027258,496128.26,0.0,C136618845,0.0,0.0,0
1,485,CASH_OUT,2755588.11,C164780972,2755588.11,0.0,C380842084,2758109.87,5513697.98,0
1,29,CASH_OUT,340198.41,C1369188336,340198.41,0.0,C1627551181,1614043.79,1954242.21,0
1,236,CASH_OUT,1930613.01,C968840793,0.0,0.0,C1320086136,3530929.04,5461542.05,0
1,108,TRANSFER,99808.45,C1704281751,99808.45,0.0,C587386073,0.0,0.0,0
1,66,TRANSFER,126715.84,C147756271,126715.84,0.0,C650234869,0.0,0.0,0
1,187,TRANSFER,1547569.17,C989445185,64290.0,0.0,C721963716,676488.97,2224058.15,0
1,1,CASH_OUT,236277.01,C1366212088,0.0,0.0,C453211571,3324684.82,3461666.05,0
1,581,CASH_OUT,2562459.56,C1439743203,2562459.56,0.0,C1986745369,0.0,2562459.56,0
1,630,CASH_OUT,53972.68,C1122626142,0.0,0.0,C1561119912,3474075.0,3528047.68,0
1,458,CASH_OUT,258705.02,C417118263,0.0,0.0,C645791118,2217830.99,2476536.01,0
1,660,TRANSFER,6749.18,C1815959102,6749.18,0.0,C2020586953,0.0,0.0,0
1,216,CASH_OUT,1697655.62,C578092794,1697655.62,0.0,C266383440,0.0,1697655.62,0
1,323,CASH_OUT,1004874.86,C65639475,21686.0,0.0,C432378871,12748.7,1017623.56,0
1,139,CASH_OUT,2239308.54,C1980251564,0.0,0.0,C575848911,2851487.11,5090795.65,0
1,475,TRANSFER,9511.69,C806333119,9511.69,0.0,C922111429,0.0,0.0,0
1,101,TRANSFER,146681.74,C1791664104,146681.74,0.0,C84868382,0.0,0.0,0
1,490,CASH_OUT,1048388.34,C1366299519,1048388.34,0.0,C1848657199,0.0,1048388.34,0
1,725,TRANSFER,123259.24,C1518086244,123259.24,0.0,C1924072555,0.0,0.0,0
1,339,CASH_OUT,1532281.61,C337289783,1532281.61,0.0,C976257399,0.0,1532281.61,0
1,522,TRANSFER,5935150.0,C2038266744,35080.0,0.0,C172453151,0.0,5935150.0,0
1,731,TRANSFER,429359.76,C567545309,429359.76,0.0,C741413300,0.0,0.0,0
1,586,CASH_OUT,10000000.0,C701712936,10000000.0,0.0,C704752055,0.0,10000000.0,0
1,390,TRANSFER,638693.49,C2028086379,638693.49,0.0,C1948809039,0.0,0.0,0
1,340,TRANSFER,596127.11,C431054678,596127.11,0.0,C1864318595,0.0,0.0,0
1,465,TRANSFER,461255.26,C470923235,461255.26,0.0,C588226024,0.0,0.0,0
1,160,TRANSFER,10000000.0,C752627210,27670038.08,17670038.08,C1853789265,0.0,0.0,0
1,661,CASH_OUT,51086.44,C1825002933,0.0,0.0,C699998146,68181.32,119267.76,0
1,477,CASH_OUT,9639524.7,C560583390,9639524.7,0.0,C1975522590,0.0,9639524.7,0
1,259,CASH_OUT,1950373.54,C1812490889,1950373.54,0.0,C1544763161,331310.07,2281683.61,0
1,534,TRANSFER,348278.1,C1651105366,0.0,0.0,C1623610754,1150293.05,1498571.16,0
1,595,TRANSFER,2390140.29,C7514880,0.0,0.0,C135401758,5793700.77,8183841.06,0
1,720,CASH_OUT,71439.81,C1458525982,71439.81,0.0,C1880748813,106159.59,177599.4,0
1,64,CASH_OUT,104957.85,C1731531059,104957.85,0.0,C621663353,29237.79,134195.64,0
1,277,TRANSFER,6250.7,C715659490,0.0,0.0,C1731836952,3420504.84,3426755.54,0
1,424,TRANSFER,1058602.68,C1952841743,1058602.68,0.0,C1842449646,0.0,0.0,0
1,711,CASH_OUT,2580055.17,C1554550313,2580055.17,0.0,C848131266,1052911.87,3632967.05,0
1,726,CASH_OUT,765104.94,C1722472158,765104.94,0.0,C2112033670,2272254.15,3037359.09,0
1,722,TRANSFER,1158396.74,C2062360147,1158396.74,0.0,C1873402307,0.0,0.0,0
1,702,CASH_OUT,308778.37,C1694608932,308778.37,0.0,C1283529992,6723500.14,7032278.51,0
1,9,TRANSFER,351650.52,C1019184476,0.0,0.0,C302544702,1184858.32,1309731.22,0
1,446,CASH_OUT,239095.53,C1399296547,239095.53,0.0,C1447642335,65367.32,304462.85,0
1,645,CASH_OUT,21990.52,C1079650146,21990.52,0.0,C429196571,0.0,21990.52,0
1,741,TRANSFER,144945.34,C31496887,144945.34,0.0,C1251365829,0.0,0.0,0
1,79,TRANSFER,1619331.51,C144675030,1619331.51,0.0,C660991644,0.0,0.0,0
1,667,TRANSFER,71554.74,C118393699,71554.74,0.0,C1077131612,0.0,0.0,0
1,505,CASH_OUT,4553004.39,C485487495,4553004.39,0.0,C49397017,26260.25,4579264.63,0
1,719,TRANSFER,119306.06,C1183843461,119306.06,0.0,C1830685403,0.0,0.0,0
1,151,TRANSFER,147080.42,C1639051922,147080.42,0.0,C862738497,0.0,0.0,0
1,436,TRANSFER,5080951.94,C589189906,0.0,0.0,C1023962161,8911079.8,13992031.73,0
1,659,CASH_OUT,1467987.57,C1217465014,1467987.57,0.0,C1474379579,0.0,1467987.57,0
1,410,TRANSFER,281439.26,C608125181,281439.26,0.0,C1857424764,0.0,0.0,0
1,101,CASH_OUT,891944.51,C1119545712,891944.51,0.0,C1334770230,0.0,891944.51,0
1,548,CASH_OUT,794319.29,C914051405,0.0,0.0,C840406036,2507732.91,3302052.21,0
1,543,CASH_OUT,2558618.27,C2020129633,2558618.27,0.0,C1104272087,13626415.3,16185033.57,0
1,101,TRANSFER,127905.82,C697159622,127905.82,0.0,C2008752241,0.0,0.0,0
1,572,CASH_OUT,262960.23,C1968069428,262960.23,0.0,C743933845,0.0,262960.23,0
1,231,CASH_OUT,6029387.26,C63391267,6029387.26,0.0,C785987087,662435.69,6691822.95,0
1,729,CASH_OUT,1102951.39,C1678410175,1102951.39,0.0,C228891434,0.0,1102951.39,0
1,661,CASH_OUT,2140888.35,C1698317518,2140888.35,0.0,C1796866708,7440.39,2148328.74,0
1,85,TRANSFER,64344.59,C47624520,64344.59,0.0,C572686074,0.0,0.0,0
1,263,TRANSFER,2979732.62,C279307637,0.0,0.0,C690811897,12023322.08,15003054.7,0
1,565,CASH_OUT,761718.87,C63441906,51882.0,0.0,C210927689,4084.68,765803.55,0
1,164,CASH_OUT,1446595.35,C230580638,0.0,0.0,C542044873,2151456.62,3598051.96,0
1,425,TRANSFER,486175.4,C1305617036,486175.4,0.0,C926547978,0.0,0.0,0
1,406,TRANSFER,2418535.26,C1788949002,0.0,0.0,C2061161538,13956216.78,16374752.04,0
1,437,TRANSFER,367364.8,C1645177442,367364.8,0.0,C1573230375,0.0,0.0,0
1,675,TRANSFER,950766.15,C1599964062,950766.15,0.0,C1375613207,0.0,0.0,0
1,22,CASH_OUT,1258956.71,C673988903,1258956.71,0.0,C833477645,4736010.72,5994967.43,0
1,137,CASH_OUT,3116833.75,C794060279,3116833.75,0.0,C928051601,456298.06,3573131.82,0
1,502,CASH_OUT,1673066.07,C386160700,1673066.07,0.0,C1099214627,3680384.06,5353450.13,0
1,251,CASH_OUT,8276235.5,C1880773458,8276235.5,0.0,C2102473649,190006.69,8466242.19,0
1,217,TRANSFER,2499607.2,C1658554154,0.0,0.0,C971056306,3922661.82,6422269.02,0
1,742,TRANSFER,4009058.39,C1044665079,4009058.39,0.0,C750074708,0.0,0.0,0
1,80,CASH_OUT,62134.33,C1079384969,62134.33,0.0,C1087953881,509204.33,571338.66,0
1,590,TRANSFER,1256681.54,C826269236,0.0,0.0,C1172704377,6355106.75,7611788.29,0
1,6,TRANSFER,10224.0,C365589282,10224.0,0.0,C908043384,0.0,0.0,0
1,425,CASH_OUT,462452.87,C1588251640,462452.87,0.0,C577926946,0.0,462452.87,0
1,455,TRANSFER,7618.49,C1155509146,7618.49,0.0,C1138077225,0.0,0.0,0
1,674,CASH_OUT,3288377.47,C1509113687,3288377.47,0.0,C579531437,158090.12,3446467.59,0
1,101,CASH_OUT,127905.82,C1679438122,127905.82,0.0,C548284315,0.0,127905.82,0
1,498,CASH_OUT,1028515.56,C1139006593,1028515.56,0.0,C116028327,0.0,1028515.56,0
1,538,CASH_OUT,2136099.59,C615843583,2136099.59,0.0,C634573611,466582.86,2602682.46,0
1,83,TRANSFER,1534926.96,C358852719,1534926.96,0.0,C361327171,0.0,0.0,0
1,474,CASH_OUT,1499869.54,C285314242,1499869.54,0.0,C345891541,9546574.32,11046443.85,0
1,264,CASH_OUT,2514878.33,C1163253466,2514878.33,0.0,C1720852348,1017845.77,3532724.1,0
1,359,CASH_OUT,2056779.24,C374971374,2056779.24,0.0,C738912638,191822.43,2248601.67,0
1,400,TRANSFER,5117490.46,C643264375,0.0,0.0,C1188392295,5724991.62,10842482.08,0
1,420,TRANSFER,206874.96,C1529946593,0.0,0.0,C168302354,257938.52,464813.48,0
1,108,CASH_OUT,566142.89,C501067498,566142.89,0.0,C2079441909,1344558.46,1910701.34,0
1,124,TRANSFER,9639052.83,C167488694,9639052.83,0.0,C629818525,0.0,0.0,0
1,421,TRANSFER,10000000.0,C2074382913,15455965.86,5455965.86,C48227187,0.0,0.0,0
1,9,TRANSFER,245564.94,C1607265547,65832.93,0.0,C1566158153,7856080.92,10404121.5,0
1,436,TRANSFER,2519429.74,C1120822915,0.0,0.0,C1113041375,2947913.27,5467343.01,0
1,411,CASH_OUT,1464008.18,C1187974748,1464008.18,0.0,C1271941656,0.0,1464008.18,0
1,101,TRANSFER,2222544.0,C1529282032,2222544.0,0.0,C72798591,0.0,0.0,0
1,366,TRANSFER,769619.59,C794571885,769619.59,0.0,C1390885602,0.0,0.0,0
1,27,TRANSFER,210413.69,C1932426248,25199.55,0.0,C1854453853,1609798.8,1820212.5,0
1,420,CASH_OUT,60029.49,C1778975616,0.0,0.0,C1539369477,450761.45,510790.94,0
1,296,TRANSFER,5591414.49,C68688915,5591414.49,0.0,C1379652013,0.0,0.0,0
1,726,TRANSFER,185529.91,C1426277806,185529.91,0.0,C753666064,0.0,0.0,0
1,524,TRANSFER,29158.78,C1713590582,0.0,0.0,C67711982,1233075.21,1262233.99,0
1,149,CASH_OUT,5477272.72,C478532233,5477272.72,0.0,C1188145688,0.0,5477272.72,0
1,14,TRANSFER,1839889.4,C2101631701,0.0,0.0,C1620029891,8703499.64,11104741.31,0
1,442,TRANSFER,1827427.07,C248398616,2874.55,0.0,C790536030,6011022.93,7838450.0,0
1,412,TRANSFER,2425164.58,C297158532,2425164.58,0.0,C1416694658,0.0,0.0,0
1,91,TRANSFER,482679.6,C822183230,482679.6,0.0,C1393101702,0.0,0.0,0
1,630,TRANSFER,728256.03,C586820687,728256.03,0.0,C925691503,0.0,0.0,0
1,342,TRANSFER,22402.21,C594348983,22402.21,0.0,C978716589,0.0,0.0,0
1,450,TRANSFER,10000000.0,C524119157,19228514.1,9228514.1,C1979637041,0.0,0.0,0
1,475,TRANSFER,29611.08,C1481115689,29611.08,0.0,C370888897,0.0,0.0,0
1,78,TRANSFER,1321091.25,C3630973,1321091.25,0.0,C1609262789,0.0,0.0,0
1,53,CASH_OUT,99139.27,C457849577,99139.27,0.0,C253226648,28766.55,127905.82,0
1,514,CASH_OUT,852083.48,C153255931,32697.0,0.0,C1974435551,2619521.35,3471604.83,0
1,99,TRANSFER,130653.37,C379527742,130653.37,0.0,C312459798,0.0,0.0,0
1,206,CASH_OUT,998110.47,C947925453,998110.47,0.0,C183582904,24296349.9,25294460.38,0
1,401,CASH_OUT,1806516.34,C1142691202,1806516.34,0.0,C1363990077,0.0,1806516.34,0
1,369,TRANSFER,815239.24,C100132264,0.0,0.0,C395536383,13492675.8,14307915.05,0
1,582,TRANSFER,6106149.52,C2033700175,6106149.52,0.0,C655923955,0.0,0.0,0
1,630,TRANSFER,1357632.14,C702235058,0.0,0.0,C1769126216,4391781.1,5749413.24,0
1,92,CASH_OUT,101903.69,C612571830,101903.69,0.0,C544677509,280117.63,382021.32,0
1,75,CASH_OUT,810039.19,C1922445613,810039.19,0.0,C461145537,409035.12,1219074.31,0
1,122,TRANSFER,990857.53,C1039891737,990857.53,0.0,C330996980,0.0,0.0,0
1,475,TRANSFER,20111.45,C644302607,20111.45,0.0,C457206167,0.0,0.0,0
1,186,CASH_OUT,8607089.62,C432288416,8607089.62,0.0,C333863007,457121.57,9064211.19,0
1,513,CASH_OUT,159724.42,C1923821015,159724.42,0.0,C993688560,1148566.96,1308291.39,0
1,503,TRANSFER,1512539.27,C1583236436,0.0,0.0,C310621051,10298396.91,11810936.18,0
1,22,TRANSFER,3614743.04,C1891145646,0.0,0.0,C107095723,4630925.41,8245668.44,0
1,652,CASH_OUT,762782.66,C1357888616,762782.66,0.0,C1949432790,0.0,762782.66,0
1,686,CASH_OUT,1411271.23,C326865678,1411271.23,0.0,C445084724,579602.96,1990874.19,0
1,624,TRANSFER,24366.07,C113775713,24366.07,0.0,C405489983,0.0,0.0,0
1,210,TRANSFER,7463294.69,C1768491039,0.0,0.0,C1886942808,9079283.25,16542577.94,0
1,583,CASH_OUT,759701.03,C1817565028,759701.03,0.0,C1623972064,1076095.67,1835796.71,0
1,625,CASH_OUT,6870369.62,C962232328,6870369.62,0.0,C1481177013,0.0,6870369.62,0
1,83,CASH_OUT,2498370.12,C1275891732,2498370.12,0.0,C989926584,2343446.74,4841816.86,0
1,80,CASH_OUT,244814.12,C696147355,244814.12,0.0,C1941798570,7106855.47,7351669.59,0
